	LocationID	CoutryID	CountryName	Description	DateTimeAdded	ID	DisplayValue
	1553	2	TANZANIA	KITONGA	1/4/2023 9:58 AM	1553	KITONGA
	1388	1	ZAMBIA	KITWE	11/23/2022 10:46 AM	1388	KITWE
	1735	1	ZAMBIA	KITWE CITY	4/16/2023 2:40 PM	1735	KITWE CITY
	2635	1	ZAMBIA	KITWE POWER TOOLS YARD	6/22/2025 2:53 PM	2635	KITWE POWER TOOLS YARD
	2237	1	ZAMBIA	KITWE TO NDOLA	2/25/2024 6:28 PM	2237	KITWE TO NDOLA
	2267	1	ZAMBIA	KITWE WUSAKILE	4/2/2024 10:33 PM	2267	KITWE WUSAKILE
	2533	0		KITWIRU IRINGA AREA	12/31/2024 8:12 PM	2533	KITWIRU IRINGA AREA
	2639	0		KOKOLA CHECK POINT	6/27/2025 12:31 PM	2639	KOKOLA CHECK POINT
	2188	1	ZAMBIA	KOKOLA TOLL PLAZA	12/5/2023 2:30 PM	2188	KOKOLA TOLL PLAZA
	1679	2	TANZANIA	KONGOWE	3/18/2023 9:10 AM	1679	KONGOWE
	2208	1	ZAMBIA	KONKOLA TOLL PLAZA	12/21/2023 1:38 PM	2208	KONKOLA TOLL PLAZA
	2211	1	ZAMBIA	KONKOLA ZNS CHECKPOINT	12/26/2023 8:31 PM	2211	KONKOLA ZNS CHECKPOINT
	2474	8	SOUTH AFRICA	KOPFONTEIN BORDER, SOUTH AFRICA	10/15/2024 5:03 AM	2474	KOPFONTEIN BORDER, SOUTH AFRICA
	2275	1	ZAMBIA	KORIDOR YARD, CHINGOLA 	4/21/2024 9:16 AM	2275	KORIDOR YARD, CHINGOLA 
	2547	3	BOTSWANA	KWA NOKENG OIL FILLING STATION, GABORONE	1/27/2025 7:41 PM	2547	KWA NOKENG OIL FILLING STATION, GABORONE
	2493	2	TANZANIA	KWALAZA	11/5/2024 9:02 PM	2493	KWALAZA
	2513	2	TANZANIA	KWALE	12/16/2024 8:26 PM	2513	KWALE
	2140	3	BOTSWANA	KWANOKENG FILLING 	10/29/2023 4:51 PM	2140	KWANOKENG FILLING 
	2299	3	BOTSWANA	KWANOKENG FILLING STATION, CHOBE	5/15/2024 10:50 PM	2299	KWANOKENG FILLING STATION, CHOBE
	2328	3	BOTSWANA	KWANOKENG FILLING STATION, KASANE	6/13/2024 6:08 PM	2328	KWANOKENG FILLING STATION, KASANE
	2504	3	BOTSWANA	KWANOKENG FILLING STATION, PANDAMATENGA	12/7/2024 11:35 PM	2504	KWANOKENG FILLING STATION, PANDAMATENGA
	2358	0		KWEKWE	7/1/2024 9:26 AM	2358	KWEKWE
	2410	1	ZAMBIA	LAKE GROUP YARD, NDOLA	8/9/2024 7:31 PM	2410	LAKE GROUP YARD, NDOLA
	2456	1	ZAMBIA	LAKE OIL FILLING STATION, CHINGOLA	9/11/2024 10:40 PM	2456	LAKE OIL FILLING STATION, CHINGOLA
	2516	1	ZAMBIA	LAKE OIL FILLING STATION, MPIKA	12/17/2024 5:41 PM	2516	LAKE OIL FILLING STATION, MPIKA
	2447	1	ZAMBIA	LAKE OIL PETROLEUM, NDOLA	8/29/2024 7:06 PM	2447	LAKE OIL PETROLEUM, NDOLA
	2492	1	ZAMBIA	LAKE PETROLEUM FILLING STATION, MPIKA	11/3/2024 10:03 PM	2492	LAKE PETROLEUM FILLING STATION, MPIKA
	2409	1	ZAMBIA	LAKE PETROLEUM FILLING STATION, NDOLA	8/9/2024 7:24 PM	2409	LAKE PETROLEUM FILLING STATION, NDOLA
	2734	1	ZAMBIA	LAKE TRANS YARD, NDOLA	10/13/2025 9:30 PM	2734	LAKE TRANS YARD, NDOLA
	1893	1	ZAMBIA	LAMBA	4/25/2023 8:11 AM	1893	LAMBA
	2229	2	TANZANIA	LAMEGO	2/2/2024 11:14 AM	2229	LAMEGO
	2629	0		LASTTOLLGATE	6/18/2025 3:33 PM	2629	LASTTOLLGATE
	1526	1	ZAMBIA	LAVUSHI MANDA	12/29/2022 12:08 PM	1526	LAVUSHI MANDA
	2738	1	ZAMBIA	LEAM TRUCK PARK, LIVINGSTONE	10/17/2025 8:41 PM	2738	LEAM TRUCK PARK, LIVINGSTONE
	2017	3	BOTSWANA	LERALA	6/15/2023 12:18 PM	2017	LERALA
	2091	1	ZAMBIA	LEVY MWANAWASA STADIUM, NDOLA	8/26/2023 1:07 PM	2091	LEVY MWANAWASA STADIUM, NDOLA
	1391	1	ZAMBIA	LILAYI	11/23/2022 10:46 AM	1391	LILAYI
	2371	0		LIMULUNGA	7/13/2024 2:39 PM	2371	LIMULUNGA
	2322	0		LION'S DEN	6/11/2024 5:41 AM	2322	LION'S DEN
	1982	5	ZIMBABWE	LIONSDEN	6/10/2023 6:10 PM	1982	LIONSDEN
	2084	1	ZAMBIA	LITETA	8/19/2023 1:44 PM	2084	LITETA
	1423	1	ZAMBIA	LIVINGSTONE	12/10/2022 10:21 AM	1423	LIVINGSTONE
	2440	1	ZAMBIA	LIVINGSTONE SOUTH GATE YARD	8/24/2024 6:09 PM	2440	LIVINGSTONE SOUTH GATE YARD
	2342	1	ZAMBIA	LIVINGSTONE WEIGHBRIDGE	6/20/2024 8:21 PM	2342	LIVINGSTONE WEIGHBRIDGE
	2627	1	ZAMBIA	LONSHI MINE NDOLA	6/13/2025 2:31 PM	2627	LONSHI MINE NDOLA
	1650	1	ZAMBIA	LUAMPA 	3/9/2023 11:05 AM	1650	LUAMPA 
	1475	1	ZAMBIA	LUANGWA	12/12/2022 12:40 PM	1475	LUANGWA
	2155	1	ZAMBIA	LUANO	11/10/2023 10:23 AM	2155	LUANO
	2616	0		LUANSHYA AREA	5/26/2025 4:41 PM	2616	LUANSHYA AREA
	1617	1	ZAMBIA	LUANSHYA TURN OFF	2/18/2023 9:21 AM	1617	LUANSHYA TURN OFF
	1616	1	ZAMBIA	LUANSOBA	2/9/2023 1:05 PM	1616	LUANSOBA
	2065	1	ZAMBIA	LUANSOBE	7/24/2023 5:15 PM	2065	LUANSOBE
	1691	1	ZAMBIA	LUANYA	3/27/2023 2:04 PM	1691	LUANYA
	2716	1	ZAMBIA	LUBUTO COMPOUND, NDOLA	9/14/2025 9:48 PM	2716	LUBUTO COMPOUND, NDOLA
	2330	0		LUENAH	6/15/2024 10:50 AM	2330	LUENAH
	2438	0		LUFUSA	8/21/2024 9:05 AM	2438	LUFUSA
	2501	2	TANZANIA	LUGALO	12/2/2024 10:42 AM	2501	LUGALO
	1623	2	TANZANIA	LUGONO	2/21/2023 9:02 AM	1623	LUGONO
	1655	1	ZAMBIA	LUI TOLL PLAZA	3/10/2023 11:12 AM	1655	LUI TOLL PLAZA
	2317	0		LUIA	6/8/2024 8:33 AM	2317	LUIA
	2159	7	MOZAMBIQUE	LUIA, TETE PROVINCE	11/11/2023 2:02 PM	2159	LUIA, TETE PROVINCE
	1625	1	ZAMBIA	LUKULU	2/22/2023 9:14 PM	1625	LUKULU
	2679	0		LUKWEZA	8/4/2025 8:21 AM	2679	LUKWEZA
	2081	5	ZIMBABWE	LUNDI	8/13/2023 10:19 PM	2081	LUNDI
	2598	2	TANZANIA	LUNGA LUNGA BORDER	5/11/2025 10:10 PM	2598	LUNGA LUNGA BORDER
	1716	5	ZIMBABWE	LUPANI	4/10/2023 12:29 PM	1716	LUPANI
	1382	1	ZAMBIA	LUSAKA	11/23/2022 10:46 AM	1382	LUSAKA
	2618	1	ZAMBIA	LUSAKA INTER AFRICA	5/31/2025 1:55 PM	2618	LUSAKA INTER AFRICA
	2337	1	ZAMBIA	LUSAKA ZANGAZANGA TRUCK YARD	6/18/2024 8:28 PM	2337	LUSAKA ZANGAZANGA TRUCK YARD
	2581	1	ZAMBIA	LUSEMFWA MKUSHI AREA	4/3/2025 8:37 AM	2581	LUSEMFWA MKUSHI AREA
	2148	1	ZAMBIA	LUSIWASI	11/6/2023 1:23 PM	2148	LUSIWASI
	2175	7	MOZAMBIQUE	LUTWAMBA	11/17/2023 7:59 AM	2175	LUTWAMBA
	2677	1	ZAMBIA	LUWINGU	8/3/2025 3:46 PM	2677	LUWINGU
	2286	1	ZAMBIA	LWANGWA NATIONAL PARK	5/10/2024 9:52 AM	2286	LWANGWA NATIONAL PARK
	1752	1	ZAMBIA	LWANSOBE	4/17/2023 4:24 PM	1752	LWANSOBE
	1543	1	ZAMBIA	LWANYA	1/2/2023 1:20 PM	1543	LWANYA
	2257	1	ZAMBIA	LWITIKILA VILLAGE MPIKA	3/20/2024 8:36 AM	2257	LWITIKILA VILLAGE MPIKA
	2562	1	ZAMBIA	MA 22 TRUCK PARK, KABWE	3/2/2025 7:28 PM	2562	MA 22 TRUCK PARK, KABWE
	1705	2	TANZANIA	MABADAGA	4/7/2023 12:26 PM	1705	MABADAGA
	2268	3	BOTSWANA	MABOLWE	4/4/2024 6:20 PM	2268	MABOLWE
	2060	5	ZIMBABWE	MACHEKE	7/17/2023 10:57 AM	2060	MACHEKE
	2056	7	MOZAMBIQUE	MACHIPANDA BORDER POST	7/16/2023 12:06 PM	2056	MACHIPANDA BORDER POST
	2199	9	UNKNOWN	MAFAMBISSA	12/12/2023 8:20 PM	2199	MAFAMBISSA
	2225	7	MOZAMBIQUE	MAFAMBISSE	1/10/2024 6:35 PM	2225	MAFAMBISSE
	1485	2	TANZANIA	MAFINGA	12/13/2022 8:57 PM	1485	MAFINGA
	2072	4	NAMIBIA	MAFWASA	8/3/2023 9:06 PM	2072	MAFWASA
	1462	1	ZAMBIA	MAGOYE	12/11/2022 1:21 PM	1462	MAGOYE
	2391	0		MAGUNJE	7/26/2024 1:16 PM	2391	MAGUNJE
	1574	2	TANZANIA	MAGUVANI	1/19/2023 10:50 AM	1574	MAGUVANI
	2508	3	BOTSWANA	MAHALAPYE	12/14/2024 6:01 PM	2508	MAHALAPYE
	1710	2	TANZANIA	MAHENGE	4/8/2023 8:51 AM	1710	MAHENGE
	1570	2	TANZANIA	MAHENJE	1/15/2023 3:51 PM	1570	MAHENJE
	2736	1	ZAMBIA	MAJAMAN YARD, LIVINGSTONE	10/13/2025 10:25 PM	2736	MAJAMAN YARD, LIVINGSTONE
	2489	2	TANZANIA	MAJOMBE	10/31/2024 7:57 AM	2489	MAJOMBE
	1408	2	TANZANIA	MAKAMBAKO	12/6/2022 2:44 PM	1408	MAKAMBAKO
	2417	1	ZAMBIA	MAKENI, LUSAKA	8/10/2024 10:37 PM	2417	MAKENI, LUSAKA
	2220	2	TANZANIA	MAKHADO	1/4/2024 3:56 PM	2220	MAKHADO
	2004	5	ZIMBABWE	MAKUTI	6/13/2023 1:50 PM	2004	MAKUTI
	2041	7	MOZAMBIQUE	MAKUTU	7/6/2023 8:52 PM	2041	MAKUTU
	2043	7	MOZAMBIQUE	MALENGO	7/13/2023 6:23 AM	2043	MALENGO
	2429	1	ZAMBIA	MALMOZA TRUCK YARD, NDOLA	8/19/2024 6:20 PM	2429	MALMOZA TRUCK YARD, NDOLA
	2479	2	TANZANIA	MAMBI	10/17/2024 3:33 PM	2479	MAMBI
	2648	1	ZAMBIA	MANATRADE TRUCK PARK	7/2/2025 2:52 PM	2648	MANATRADE TRUCK PARK
	1611	2	TANZANIA	MANGAE	2/3/2023 9:45 AM	1611	MANGAE
	2165	6	CONGO (DRC)	MANGOYE	11/12/2023 3:41 PM	2165	MANGOYE
	2224	7	MOZAMBIQUE	MANICA	1/10/2024 2:59 PM	2224	MANICA
	2153	7	MOZAMBIQUE	MANJE	11/8/2023 9:34 PM	2153	MANJE
	1463	1	ZAMBIA	MANSA TURN OFF 	12/11/2022 2:37 PM	1463	MANSA TURN OFF 
	1940	1	ZAMBIA	MANYUMBI	4/26/2023 4:31 PM	1940	MANYUMBI
	1843	1	ZAMBIA	MANYUMBI TOLL PLAZA	4/20/2023 9:10 AM	1843	MANYUMBI TOLL PLAZA
	1585	1	ZAMBIA	MANYUMBI TOLL PLAZZA	1/24/2023 12:43 PM	1585	MANYUMBI TOLL PLAZZA
	1985	5	ZIMBABWE	MAPINGA	6/11/2023 6:44 AM	1985	MAPINGA
	2116	1	ZAMBIA	MAPIPA AREA CHINSALI	10/3/2023 10:12 AM	2116	MAPIPA AREA CHINSALI
	1476	1	ZAMBIA	MAPOSA	12/12/2022 1:54 PM	1476	MAPOSA
	2108	5	ZIMBABWE	MARINGIRE	9/23/2023 10:18 PM	2108	MARINGIRE
	2044	5	ZIMBABWE	MARONDERA	7/14/2023 7:28 PM	2044	MARONDERA
	2397	0		MARONGORA	7/29/2024 1:35 PM	2397	MARONGORA
	1997	3	BOTSWANA	MARTIN'S DRIFT	6/12/2023 5:32 PM	1997	MARTIN'S DRIFT
	1538	1	ZAMBIA	MASAITI	12/31/2022 11:34 AM	1538	MASAITI
	2459	1	ZAMBIA	MASALA AREA, NDOLA	9/19/2024 6:57 PM	2459	MASALA AREA, NDOLA
	1785	1	ZAMBIA	MASANGANO	4/19/2023 9:46 AM	1785	MASANGANO
	2059	5	ZIMBABWE	MASASA 	7/17/2023 8:42 AM	2059	MASASA 
	1955	2	TANZANIA	MASEYU	5/5/2023 1:42 PM	1955	MASEYU
	2556	0		MASHINDANO	2/19/2025 8:59 AM	2556	MASHINDANO
	2321	0		MASSOJA 	6/9/2024 6:02 PM	2321	MASSOJA 
	2003	5	ZIMBABWE	MASVINGO	6/13/2023 12:15 PM	2003	MASVINGO
	1709	1	ZAMBIA	MATANDA	4/8/2023 7:57 AM	1709	MATANDA
	2566	0		MATANGADURA	3/5/2025 9:06 PM	2566	MATANGADURA
	2514	2	TANZANIA	MATATASI IRINGA AREA	12/16/2024 8:35 PM	2514	MATATASI IRINGA AREA
	2282	3	BOTSWANA	MATHANGWANE FILLING STATION	5/3/2024 7:21 PM	2282	MATHANGWANE FILLING STATION
	1379	1	ZAMBIA	MATUMBO	11/23/2022 10:46 AM	1379	MATUMBO
	2227	1	ZAMBIA	MATUMBO-BAGAMOYO	1/10/2024 9:28 PM	2227	MATUMBO-BAGAMOYO
	2512	1	ZAMBIA	MATUTU	12/16/2024 7:59 PM	2512	MATUTU
	2617	0		MAWENI 	5/27/2025 6:29 PM	2617	MAWENI 
	1374	1	ZAMBIA	MAZABUKA	11/23/2022 10:46 AM	1374	MAZABUKA
	2302	5	ZIMBABWE	MAZOI	5/20/2024 5:19 PM	2302	MAZOI
	2169	3	BOTSWANA	MAZOKA	11/13/2023 11:59 AM	2169	MAZOKA
	1967	2	TANZANIA	MAZOMBE	5/17/2023 12:57 PM	1967	MAZOMBE
	2497	0		MAZUNGA AND BEITBRIDGE	11/15/2024 5:48 PM	2497	MAZUNGA AND BEITBRIDGE
	1506	1	ZAMBIA	MBALA CHECK POINT	12/21/2022 2:29 PM	1506	MBALA CHECK POINT
	1396	1	ZAMBIA	MBALA COMBINED SECURITY CHECKPOINT, NAKONDE	12/6/2022 2:44 PM	1396	MBALA COMBINED SECURITY CHECKPOINT, NAKONDE
	2684	0		MBALA MILITARY CHECKPOINT	8/6/2025 9:02 AM	2684	MBALA MILITARY CHECKPOINT
	1498	1	ZAMBIA	MBALA TURN OFF	12/14/2022 4:51 PM	1498	MBALA TURN OFF
	2484	2	TANZANIA	MBALALI	10/23/2024 4:36 PM	2484	MBALALI
	1499	2	TANZANIA	MBALAMAZIWA	12/15/2022 11:42 AM	1499	MBALAMAZIWA
	1433	1	ZAMBIA	MBALASA TRUCK PARK, MASAITI	12/10/2022 10:22 AM	1433	MBALASA TRUCK PARK, MASAITI
	1558	2	TANZANIA	MBALIZI	1/4/2023 2:28 PM	1558	MBALIZI
	1956	2	TANZANIA	MBARALI	5/7/2023 7:30 AM	1956	MBARALI
	1590	1	ZAMBIA	MBERESHI	1/25/2023 7:49 AM	1590	MBERESHI
	1489	2	TANZANIA	MBEYA	12/13/2022 8:57 PM	1489	MBEYA
	1605	2	TANZANIA	MBEZI	1/30/2023 11:34 AM	1605	MBEZI
	2532	1	ZAMBIA	MBF YARD, NDOLA	12/31/2024 6:27 PM	2532	MBF YARD, NDOLA
	2524	2	TANZANIA	MBIGILI	12/24/2024 7:41 AM	2524	MBIGILI
	2253	2	TANZANIA	MBOZI	3/16/2024 3:06 PM	2253	MBOZI
	2615	0		MBWEWE	5/24/2025 9:34 AM	2615	MBWEWE
	1544	2	TANZANIA	MDAULA	1/2/2023 2:30 PM	1544	MDAULA
	1537	2	TANZANIA	MELELA	12/31/2022 10:43 AM	1537	MELELA
	2352	5	ZIMBABWE	MELFORT	6/24/2024 6:43 PM	2352	MELFORT
	2230	7	MOZAMBIQUE	MESSICA	2/4/2024 6:16 AM	2230	MESSICA
	2666	0		MFINDI	7/12/2025 7:07 PM	2666	MFINDI
	2619	0		MGETA	6/6/2025 7:23 AM	2619	MGETA
	1536	1	ZAMBIA	MICHAEL CHILUFYA SATA TOLL PLAZA	12/30/2022 5:16 PM	1536	MICHAEL CHILUFYA SATA TOLL PLAZA
	1872	1	ZAMBIA	MICHAEL CHILUFYA TOLL PLAZA.	4/21/2023 8:01 AM	1872	MICHAEL CHILUFYA TOLL PLAZA.
	2712	0		MIDZI TRUCK STOP	9/7/2025 5:54 PM	2712	MIDZI TRUCK STOP
	1530	2	TANZANIA	MIKESE	12/29/2022 3:39 PM	1530	MIKESE
	1452	2	TANZANIA	MIKUMI	12/10/2022 10:23 AM	1452	MIKUMI
	1439	2	TANZANIA	MILANGO	12/10/2022 10:22 AM	1439	MILANGO
	1804	1	ZAMBIA	MILANGU OPTIMA	4/19/2023 2:55 PM	1804	MILANGU OPTIMA
	1952	1	ZAMBIA	MILENGA VILLAGE	4/30/2023 10:26 AM	1952	MILENGA VILLAGE
	2250	1	ZAMBIA	MIMBULA MINE, CHINGOLA	3/13/2024 5:44 PM	2250	MIMBULA MINE, CHINGOLA
	2697	1	ZAMBIA	MINING HAULAGE YARD, CHINGOLA	8/17/2025 6:27 PM	2697	MINING HAULAGE YARD, CHINGOLA
	1978	1	ZAMBIA	MISHIKISHI	6/3/2023 2:30 PM	1978	MISHIKISHI
	1491	2	TANZANIA	MISUGUSUGU	12/13/2022 8:57 PM	1491	MISUGUSUGU
	2086	1	ZAMBIA	MITENGO NDOLA	8/21/2023 8:06 AM	2086	MITENGO NDOLA
	2213	2	TANZANIA	MKAMBALANI	1/2/2024 3:21 PM	2213	MKAMBALANI
	2098	1	ZAMBIA	MKASI	9/9/2023 8:38 PM	2098	MKASI
	2611	0		MKATA	5/21/2025 10:49 PM	2611	MKATA
	1634	1	ZAMBIA	MKUMBI	3/2/2023 8:57 AM	1634	MKUMBI
	1497	1	ZAMBIA	MKUSHI	12/14/2022 11:25 AM	1497	MKUSHI
	2389	1	ZAMBIA	MKUSHI TOWN	7/24/2024 6:03 AM	2389	MKUSHI TOWN
	1459	1	ZAMBIA	MKUSHI.	12/11/2022 10:56 AM	1459	MKUSHI.
	2431	0		MKUTE	8/19/2024 8:10 PM	2431	MKUTE
	1559	2	TANZANIA	MLANDIZI	1/4/2023 2:42 PM	1559	MLANDIZI
	1494	2	TANZANIA	MLOWO	12/13/2022 8:57 PM	1494	MLOWO
	2485	1	ZAMBIA	MOIL FILLING STATION, NDOLA	10/26/2024 7:52 AM	2485	MOIL FILLING STATION, NDOLA
	2537	1	ZAMBIA	MOIL YARD, NDOLA	1/8/2025 7:43 PM	2537	MOIL YARD, NDOLA
	2189	6	CONGO (DRC)	MOKAMBO CONGO SIDE	12/5/2023 11:12 PM	2189	MOKAMBO CONGO SIDE
	2191	1	ZAMBIA	MOKAMBO ZAMBIAN SIDE	12/6/2023 7:56 PM	2191	MOKAMBO ZAMBIAN SIDE
	1427	1	ZAMBIA	MONGU	12/10/2022 10:21 AM	1427	MONGU
	1389	1	ZAMBIA	MONZE	11/23/2022 10:46 AM	1389	MONZE
	2141	9	UNKNOWN	MORENI	10/30/2023 1:02 PM	2141	MORENI
	1400	2	TANZANIA	MOROGORO	12/6/2022 2:44 PM	1400	MOROGORO
	2110	5	ZIMBABWE	MOSETSE	9/25/2023 10:30 AM	2110	MOSETSE
	1644	1	ZAMBIA	MOSI O TUNYA	3/5/2023 10:48 AM	1644	MOSI O TUNYA
	2572	1	ZAMBIA	MOUNT MERU FILLING STATION,NDOLA	3/16/2025 6:46 PM	2572	MOUNT MERU FILLING STATION,NDOLA
	2310	0		MOUNTHAMPDEN 	5/26/2024 7:04 PM	2310	MOUNTHAMPDEN 
	2048	7	MOZAMBIQUE	MOZAMBIQUE	7/15/2023 12:10 PM	2048	MOZAMBIQUE
	1636	2	TANZANIA	MPAKANI	3/2/2023 9:35 AM	1636	MPAKANI
